county,election_district,office,district,party,candidate,votes
New Castle,04-17,Governor,,REPUBLICAN,Protack M,19
New Castle,05-17,Governor,,REPUBLICAN,Graham D C,2
New Castle,05-17,Governor,,REPUBLICAN,Lee W S,34
New Castle,05-17,Governor,,REPUBLICAN,Protack M,11
New Castle,06-17,Governor,,REPUBLICAN,Graham D C,2
New Castle,06-17,Governor,,REPUBLICAN,Lee W S,16
New Castle,06-17,Governor,,REPUBLICAN,Protack M,9
New Castle,07-17,Governor,,REPUBLICAN,Graham D C,5
New Castle,07-17,Governor,,REPUBLICAN,Lee W S,24
New Castle,07-17,Governor,,REPUBLICAN,Protack M,18
New Castle,09-17,Governor,,REPUBLICAN,Graham D C,1
New Castle,09-17,Governor,,REPUBLICAN,Lee W S,26
New Castle,09-17,Governor,,REPUBLICAN,Protack M,8
New Castle,10-17,Governor,,REPUBLICAN,Graham D C,3
New Castle,10-17,Governor,,REPUBLICAN,Lee W S,8
New Castle,10-17,Governor,,REPUBLICAN,Protack M,4
New Castle,11-17,Governor,,REPUBLICAN,Graham D C,7
New Castle,11-17,Governor,,REPUBLICAN,Lee W S,15
New Castle,11-17,Governor,,REPUBLICAN,Protack M,6
New Castle,01-18,Governor,,REPUBLICAN,Graham D C,6
New Castle,01-18,Governor,,REPUBLICAN,Lee W S,36
New Castle,01-18,Governor,,REPUBLICAN,Protack M,16
New Castle,02-18,Governor,,REPUBLICAN,Graham D C,3
New Castle,02-18,Governor,,REPUBLICAN,Lee W S,19
New Castle,02-18,Governor,,REPUBLICAN,Protack M,10
New Castle,03-18,Governor,,REPUBLICAN,Graham D C,2
New Castle,03-18,Governor,,REPUBLICAN,Lee W S,22
New Castle,03-18,Governor,,REPUBLICAN,Protack M,5
New Castle,04-18,Governor,,REPUBLICAN,Graham D C,5
New Castle,04-18,Governor,,REPUBLICAN,Lee W S,37
New Castle,04-18,Governor,,REPUBLICAN,Protack M,11
New Castle,05-18,Governor,,REPUBLICAN,Graham D C,8
New Castle,05-18,Governor,,REPUBLICAN,Lee W S,28
New Castle,05-18,Governor,,REPUBLICAN,Protack M,24
New Castle,08-18,Governor,,REPUBLICAN,Graham D C,5
New Castle,08-18,Governor,,REPUBLICAN,Lee W S,24
New Castle,08-18,Governor,,REPUBLICAN,Protack M,3
New Castle,01-19,Governor,,REPUBLICAN,Graham D C,5
New Castle,01-19,Governor,,REPUBLICAN,Lee W S,43
New Castle,01-19,Governor,,REPUBLICAN,Protack M,11
New Castle,02-19,Governor,,REPUBLICAN,Graham D C,0
New Castle,02-19,Governor,,REPUBLICAN,Lee W S,16
New Castle,02-19,Governor,,REPUBLICAN,Protack M,9
New Castle,03-19,Governor,,REPUBLICAN,Graham D C,5
New Castle,03-19,Governor,,REPUBLICAN,Lee W S,29
New Castle,03-19,Governor,,REPUBLICAN,Protack M,18
New Castle,04-19,Governor,,REPUBLICAN,Graham D C,4
New Castle,04-19,Governor,,REPUBLICAN,Lee W S,21
New Castle,04-19,Governor,,REPUBLICAN,Protack M,17
New Castle,05-19,Governor,,REPUBLICAN,Graham D C,7
New Castle,05-19,Governor,,REPUBLICAN,Lee W S,22
New Castle,05-19,Governor,,REPUBLICAN,Protack M,9
New Castle,06-19,Governor,,REPUBLICAN,Graham D C,2
New Castle,06-19,Governor,,REPUBLICAN,Lee W S,25
New Castle,06-19,Governor,,REPUBLICAN,Protack M,7
New Castle,07-19,Governor,,REPUBLICAN,Graham D C,5
New Castle,07-19,Governor,,REPUBLICAN,Lee W S,18
New Castle,07-19,Governor,,REPUBLICAN,Protack M,14
New Castle,08-19,Governor,,REPUBLICAN,Graham D C,10
New Castle,08-19,Governor,,REPUBLICAN,Lee W S,16
New Castle,08-19,Governor,,REPUBLICAN,Protack M,4
New Castle,11-19,Governor,,REPUBLICAN,Graham D C,4
New Castle,11-19,Governor,,REPUBLICAN,Lee W S,29
New Castle,11-19,Governor,,REPUBLICAN,Protack M,8
New Castle,01-20,Governor,,REPUBLICAN,Graham D C,8
New Castle,01-20,Governor,,REPUBLICAN,Lee W S,73
New Castle,01-20,Governor,,REPUBLICAN,Protack M,37
New Castle,02-20,Governor,,REPUBLICAN,Graham D C,1
New Castle,02-20,Governor,,REPUBLICAN,Lee W S,41
New Castle,02-20,Governor,,REPUBLICAN,Protack M,11
New Castle,03-20,Governor,,REPUBLICAN,Graham D C,1
New Castle,03-20,Governor,,REPUBLICAN,Lee W S,42
New Castle,03-20,Governor,,REPUBLICAN,Protack M,10
New Castle,04-20,Governor,,REPUBLICAN,Graham D C,3
New Castle,04-20,Governor,,REPUBLICAN,Lee W S,42
New Castle,04-20,Governor,,REPUBLICAN,Protack M,14
New Castle,05-20,Governor,,REPUBLICAN,Graham D C,1
New Castle,05-20,Governor,,REPUBLICAN,Lee W S,18
New Castle,05-20,Governor,,REPUBLICAN,Protack M,1
New Castle,06-20,Governor,,REPUBLICAN,Graham D C,6
New Castle,06-20,Governor,,REPUBLICAN,Lee W S,67
New Castle,06-20,Governor,,REPUBLICAN,Protack M,31
New Castle,07-20,Governor,,REPUBLICAN,Graham D C,1
New Castle,07-20,Governor,,REPUBLICAN,Lee W S,34
New Castle,07-20,Governor,,REPUBLICAN,Protack M,9
New Castle,09-20,Governor,,REPUBLICAN,Graham D C,3
New Castle,09-20,Governor,,REPUBLICAN,Lee W S,61
New Castle,09-20,Governor,,REPUBLICAN,Protack M,29
New Castle,10-20,Governor,,REPUBLICAN,Graham D C,6
New Castle,10-20,Governor,,REPUBLICAN,Lee W S,50
New Castle,10-20,Governor,,REPUBLICAN,Protack M,14
New Castle,12-20,Governor,,REPUBLICAN,Graham D C,5
New Castle,12-20,Governor,,REPUBLICAN,Lee W S,67
New Castle,12-20,Governor,,REPUBLICAN,Protack M,28
New Castle,13-20,Governor,,REPUBLICAN,Graham D C,3
New Castle,13-20,Governor,,REPUBLICAN,Lee W S,38
New Castle,13-20,Governor,,REPUBLICAN,Protack M,16
New Castle,01-21,Governor,,REPUBLICAN,Graham D C,10
New Castle,01-21,Governor,,REPUBLICAN,Lee W S,112
New Castle,01-21,Governor,,REPUBLICAN,Protack M,48
New Castle,02-21,Governor,,REPUBLICAN,Graham D C,3
New Castle,02-21,Governor,,REPUBLICAN,Lee W S,30
New Castle,02-21,Governor,,REPUBLICAN,Protack M,7
New Castle,03-21,Governor,,REPUBLICAN,Graham D C,7
New Castle,03-21,Governor,,REPUBLICAN,Lee W S,66
New Castle,03-21,Governor,,REPUBLICAN,Protack M,27
New Castle,04-21,Governor,,REPUBLICAN,Graham D C,6
New Castle,04-21,Governor,,REPUBLICAN,Lee W S,82
New Castle,04-21,Governor,,REPUBLICAN,Protack M,21
New Castle,07-21,Governor,,REPUBLICAN,Graham D C,4
New Castle,07-21,Governor,,REPUBLICAN,Lee W S,34
New Castle,07-21,Governor,,REPUBLICAN,Protack M,25
New Castle,08-21,Governor,,REPUBLICAN,Graham D C,3
New Castle,08-21,Governor,,REPUBLICAN,Lee W S,39
New Castle,08-21,Governor,,REPUBLICAN,Protack M,6
New Castle,09-21,Governor,,REPUBLICAN,Graham D C,4
New Castle,09-21,Governor,,REPUBLICAN,Lee W S,34
New Castle,09-21,Governor,,REPUBLICAN,Protack M,6
New Castle,11-21,Governor,,REPUBLICAN,Graham D C,7
New Castle,11-21,Governor,,REPUBLICAN,Lee W S,48
New Castle,11-21,Governor,,REPUBLICAN,Protack M,12
New Castle,12-21,Governor,,REPUBLICAN,Graham D C,2
New Castle,12-21,Governor,,REPUBLICAN,Lee W S,19
New Castle,12-21,Governor,,REPUBLICAN,Protack M,7
New Castle,13-21,Governor,,REPUBLICAN,Graham D C,4
New Castle,13-21,Governor,,REPUBLICAN,Lee W S,15
New Castle,13-21,Governor,,REPUBLICAN,Protack M,9
New Castle,14-21,Governor,,REPUBLICAN,Graham D C,0
New Castle,14-21,Governor,,REPUBLICAN,Lee W S,7
New Castle,14-21,Governor,,REPUBLICAN,Protack M,5
New Castle,01-22,Governor,,REPUBLICAN,Graham D C,6
New Castle,01-22,Governor,,REPUBLICAN,Lee W S,136
New Castle,01-22,Governor,,REPUBLICAN,Protack M,31
New Castle,02-22,Governor,,REPUBLICAN,Graham D C,2
New Castle,02-22,Governor,,REPUBLICAN,Lee W S,48
New Castle,02-22,Governor,,REPUBLICAN,Protack M,16
New Castle,04-22,Governor,,REPUBLICAN,Graham D C,3
New Castle,04-22,Governor,,REPUBLICAN,Lee W S,87
New Castle,04-22,Governor,,REPUBLICAN,Protack M,24
New Castle,06-22,Governor,,REPUBLICAN,Graham D C,10
New Castle,06-22,Governor,,REPUBLICAN,Lee W S,141
New Castle,06-22,Governor,,REPUBLICAN,Protack M,40
New Castle,07-22,Governor,,REPUBLICAN,Graham D C,9
New Castle,07-22,Governor,,REPUBLICAN,Lee W S,110
New Castle,07-22,Governor,,REPUBLICAN,Protack M,37
New Castle,11-22,Governor,,REPUBLICAN,Graham D C,2
New Castle,11-22,Governor,,REPUBLICAN,Lee W S,26
New Castle,11-22,Governor,,REPUBLICAN,Protack M,12
New Castle,14-22,Governor,,REPUBLICAN,Graham D C,0
New Castle,14-22,Governor,,REPUBLICAN,Lee W S,17
New Castle,14-22,Governor,,REPUBLICAN,Protack M,14
New Castle,01-23,Governor,,REPUBLICAN,Graham D C,0
New Castle,01-23,Governor,,REPUBLICAN,Lee W S,3
New Castle,01-23,Governor,,REPUBLICAN,Protack M,2
New Castle,02-23,Governor,,REPUBLICAN,Graham D C,7
New Castle,02-23,Governor,,REPUBLICAN,Lee W S,131
New Castle,02-23,Governor,,REPUBLICAN,Protack M,33
New Castle,03-23,Governor,,REPUBLICAN,Graham D C,11
New Castle,03-23,Governor,,REPUBLICAN,Lee W S,77
New Castle,03-23,Governor,,REPUBLICAN,Protack M,28
New Castle,06-23,Governor,,REPUBLICAN,Graham D C,2
New Castle,06-23,Governor,,REPUBLICAN,Lee W S,25
New Castle,06-23,Governor,,REPUBLICAN,Protack M,3
New Castle,07-23,Governor,,REPUBLICAN,Graham D C,4
New Castle,07-23,Governor,,REPUBLICAN,Lee W S,29
New Castle,07-23,Governor,,REPUBLICAN,Protack M,6
New Castle,08-23,Governor,,REPUBLICAN,Graham D C,6
New Castle,08-23,Governor,,REPUBLICAN,Lee W S,34
New Castle,08-23,Governor,,REPUBLICAN,Protack M,20
New Castle,09-23,Governor,,REPUBLICAN,Graham D C,6
New Castle,09-23,Governor,,REPUBLICAN,Lee W S,84
New Castle,09-23,Governor,,REPUBLICAN,Protack M,11
New Castle,10-23,Governor,,REPUBLICAN,Graham D C,3
New Castle,10-23,Governor,,REPUBLICAN,Lee W S,45
New Castle,10-23,Governor,,REPUBLICAN,Protack M,10
New Castle,01-24,Governor,,REPUBLICAN,Graham D C,3
New Castle,01-24,Governor,,REPUBLICAN,Lee W S,20
New Castle,01-24,Governor,,REPUBLICAN,Protack M,11
New Castle,02-24,Governor,,REPUBLICAN,Graham D C,2
New Castle,02-24,Governor,,REPUBLICAN,Lee W S,24
New Castle,02-24,Governor,,REPUBLICAN,Protack M,7
New Castle,03-24,Governor,,REPUBLICAN,Graham D C,2
New Castle,03-24,Governor,,REPUBLICAN,Lee W S,10
New Castle,03-24,Governor,,REPUBLICAN,Protack M,6
New Castle,04-24,Governor,,REPUBLICAN,Graham D C,2
New Castle,04-24,Governor,,REPUBLICAN,Lee W S,23
New Castle,04-24,Governor,,REPUBLICAN,Protack M,6
New Castle,06-24,Governor,,REPUBLICAN,Graham D C,2
New Castle,06-24,Governor,,REPUBLICAN,Lee W S,19
New Castle,06-24,Governor,,REPUBLICAN,Protack M,8
New Castle,07-24,Governor,,REPUBLICAN,Graham D C,4
New Castle,07-24,Governor,,REPUBLICAN,Lee W S,29
New Castle,07-24,Governor,,REPUBLICAN,Protack M,13
New Castle,08-24,Governor,,REPUBLICAN,Graham D C,6
New Castle,08-24,Governor,,REPUBLICAN,Lee W S,18
New Castle,08-24,Governor,,REPUBLICAN,Protack M,12
New Castle,01-25,Governor,,REPUBLICAN,Graham D C,2
New Castle,01-25,Governor,,REPUBLICAN,Lee W S,16
New Castle,01-25,Governor,,REPUBLICAN,Protack M,6
New Castle,02-25,Governor,,REPUBLICAN,Graham D C,5
New Castle,02-25,Governor,,REPUBLICAN,Lee W S,32
New Castle,02-25,Governor,,REPUBLICAN,Protack M,12
New Castle,03-25,Governor,,REPUBLICAN,Graham D C,9
New Castle,03-25,Governor,,REPUBLICAN,Lee W S,53
New Castle,03-25,Governor,,REPUBLICAN,Protack M,15
New Castle,05-25,Governor,,REPUBLICAN,Graham D C,4
New Castle,05-25,Governor,,REPUBLICAN,Lee W S,19
New Castle,05-25,Governor,,REPUBLICAN,Protack M,9
New Castle,06-25,Governor,,REPUBLICAN,Graham D C,7
New Castle,06-25,Governor,,REPUBLICAN,Lee W S,60
New Castle,06-25,Governor,,REPUBLICAN,Protack M,25
New Castle,08-25,Governor,,REPUBLICAN,Graham D C,1
New Castle,08-25,Governor,,REPUBLICAN,Lee W S,14
New Castle,08-25,Governor,,REPUBLICAN,Protack M,10
New Castle,01-26,Governor,,REPUBLICAN,Graham D C,1
New Castle,01-26,Governor,,REPUBLICAN,Lee W S,26
New Castle,01-26,Governor,,REPUBLICAN,Protack M,12
New Castle,02-26,Governor,,REPUBLICAN,Graham D C,4
New Castle,02-26,Governor,,REPUBLICAN,Lee W S,18
New Castle,02-26,Governor,,REPUBLICAN,Protack M,5
New Castle,03-26,Governor,,REPUBLICAN,Graham D C,2
New Castle,03-26,Governor,,REPUBLICAN,Lee W S,14
New Castle,03-26,Governor,,REPUBLICAN,Protack M,6
New Castle,04-26,Governor,,REPUBLICAN,Graham D C,2
New Castle,04-26,Governor,,REPUBLICAN,Lee W S,22
New Castle,04-26,Governor,,REPUBLICAN,Protack M,6
New Castle,05-26,Governor,,REPUBLICAN,Graham D C,2
New Castle,05-26,Governor,,REPUBLICAN,Lee W S,12
New Castle,05-26,Governor,,REPUBLICAN,Protack M,7
New Castle,07-26,Governor,,REPUBLICAN,Graham D C,2
New Castle,07-26,Governor,,REPUBLICAN,Lee W S,22
New Castle,07-26,Governor,,REPUBLICAN,Protack M,9
New Castle,09-26,Governor,,REPUBLICAN,Graham D C,5
New Castle,09-26,Governor,,REPUBLICAN,Lee W S,8
New Castle,09-26,Governor,,REPUBLICAN,Protack M,5
New Castle,01-27,Governor,,REPUBLICAN,Graham D C,2
New Castle,01-27,Governor,,REPUBLICAN,Lee W S,35
New Castle,01-27,Governor,,REPUBLICAN,Protack M,17
New Castle,02-27,Governor,,REPUBLICAN,Graham D C,0
New Castle,02-27,Governor,,REPUBLICAN,Lee W S,15
New Castle,02-27,Governor,,REPUBLICAN,Protack M,8
New Castle,03-27,Governor,,REPUBLICAN,Graham D C,4
New Castle,03-27,Governor,,REPUBLICAN,Lee W S,32
New Castle,03-27,Governor,,REPUBLICAN,Protack M,13
New Castle,04-27,Governor,,REPUBLICAN,Graham D C,0
New Castle,04-27,Governor,,REPUBLICAN,Lee W S,8
New Castle,04-27,Governor,,REPUBLICAN,Protack M,6
New Castle,05-27,Governor,,REPUBLICAN,Graham D C,1
New Castle,05-27,Governor,,REPUBLICAN,Lee W S,32
New Castle,05-27,Governor,,REPUBLICAN,Protack M,15
New Castle,06-27,Governor,,REPUBLICAN,Graham D C,3
New Castle,06-27,Governor,,REPUBLICAN,Lee W S,8
New Castle,06-27,Governor,,REPUBLICAN,Protack M,10
New Castle,07-27,Governor,,REPUBLICAN,Graham D C,4
New Castle,07-27,Governor,,REPUBLICAN,Lee W S,33
New Castle,07-27,Governor,,REPUBLICAN,Protack M,12
New Castle,10-27,Governor,,REPUBLICAN,Graham D C,2
New Castle,10-27,Governor,,REPUBLICAN,Lee W S,24
New Castle,10-27,Governor,,REPUBLICAN,Protack M,19
Kent,01-28,Governor,,REPUBLICAN,Graham D C,1
Kent,01-28,Governor,,REPUBLICAN,Lee W S,8
Kent,01-28,Governor,,REPUBLICAN,Protack M,7
Kent,02-28,Governor,,REPUBLICAN,Graham D C,2
Kent,02-28,Governor,,REPUBLICAN,Lee W S,57
Kent,02-28,Governor,,REPUBLICAN,Protack M,21
Kent,05-28,Governor,,REPUBLICAN,Graham D C,4
Kent,05-28,Governor,,REPUBLICAN,Lee W S,35
Kent,05-28,Governor,,REPUBLICAN,Protack M,18
Kent,06-28,Governor,,REPUBLICAN,Graham D C,0
Kent,06-28,Governor,,REPUBLICAN,Lee W S,4
Kent,06-28,Governor,,REPUBLICAN,Protack M,1
Kent,07-28,Governor,,REPUBLICAN,Graham D C,6
Kent,07-28,Governor,,REPUBLICAN,Lee W S,48
Kent,07-28,Governor,,REPUBLICAN,Protack M,35
Kent,09-28,Governor,,REPUBLICAN,Graham D C,0
Kent,09-28,Governor,,REPUBLICAN,Lee W S,5
Kent,09-28,Governor,,REPUBLICAN,Protack M,0
Kent,10-28,Governor,,REPUBLICAN,Graham D C,1
Kent,10-28,Governor,,REPUBLICAN,Lee W S,3
Kent,10-28,Governor,,REPUBLICAN,Protack M,0
Kent,11-28,Governor,,REPUBLICAN,Graham D C,4
Kent,11-28,Governor,,REPUBLICAN,Lee W S,20
Kent,11-28,Governor,,REPUBLICAN,Protack M,17
Kent,13-28,Governor,,REPUBLICAN,Graham D C,1
Kent,13-28,Governor,,REPUBLICAN,Lee W S,6
Kent,13-28,Governor,,REPUBLICAN,Protack M,6
Kent,01-29,Governor,,REPUBLICAN,Graham D C,9
Kent,01-29,Governor,,REPUBLICAN,Lee W S,42
Kent,01-29,Governor,,REPUBLICAN,Protack M,27
Kent,02-29,Governor,,REPUBLICAN,Graham D C,7
Kent,02-29,Governor,,REPUBLICAN,Lee W S,65
Kent,02-29,Governor,,REPUBLICAN,Protack M,35
Kent,03-29,Governor,,REPUBLICAN,Graham D C,2
Kent,03-29,Governor,,REPUBLICAN,Lee W S,30
Kent,03-29,Governor,,REPUBLICAN,Protack M,17
Kent,04-29,Governor,,REPUBLICAN,Graham D C,1
Kent,04-29,Governor,,REPUBLICAN,Lee W S,12
Kent,04-29,Governor,,REPUBLICAN,Protack M,8
Kent,05-29,Governor,,REPUBLICAN,Graham D C,0
Kent,05-29,Governor,,REPUBLICAN,Lee W S,31
Kent,05-29,Governor,,REPUBLICAN,Protack M,14
Kent,06-29,Governor,,REPUBLICAN,Graham D C,3
Kent,06-29,Governor,,REPUBLICAN,Lee W S,50
Kent,06-29,Governor,,REPUBLICAN,Protack M,40
Kent,07-29,Governor,,REPUBLICAN,Graham D C,2
Kent,07-29,Governor,,REPUBLICAN,Lee W S,33
Kent,07-29,Governor,,REPUBLICAN,Protack M,13
Kent,01-30,Governor,,REPUBLICAN,Graham D C,6
Kent,01-30,Governor,,REPUBLICAN,Lee W S,77
Kent,01-30,Governor,,REPUBLICAN,Protack M,32
Kent,02-30,Governor,,REPUBLICAN,Graham D C,2
Kent,02-30,Governor,,REPUBLICAN,Lee W S,7
Kent,02-30,Governor,,REPUBLICAN,Protack M,7
Kent,03-30,Governor,,REPUBLICAN,Graham D C,6
Kent,03-30,Governor,,REPUBLICAN,Lee W S,40
Kent,03-30,Governor,,REPUBLICAN,Protack M,36
Kent,04-30,Governor,,REPUBLICAN,Graham D C,1
Kent,04-30,Governor,,REPUBLICAN,Lee W S,16
Kent,04-30,Governor,,REPUBLICAN,Protack M,22
Kent,05-30,Governor,,REPUBLICAN,Graham D C,8
Kent,05-30,Governor,,REPUBLICAN,Lee W S,70
Kent,05-30,Governor,,REPUBLICAN,Protack M,45
Kent,06-30,Governor,,REPUBLICAN,Graham D C,7
Kent,06-30,Governor,,REPUBLICAN,Lee W S,38
Kent,06-30,Governor,,REPUBLICAN,Protack M,21
Kent,07-30,Governor,,REPUBLICAN,Graham D C,5
Kent,07-30,Governor,,REPUBLICAN,Lee W S,47
Kent,07-30,Governor,,REPUBLICAN,Protack M,18
Sussex,08-30,Governor,,REPUBLICAN,Graham D C,0
Sussex,08-30,Governor,,REPUBLICAN,Lee W S,15
Sussex,08-30,Governor,,REPUBLICAN,Protack M,6
Kent,01-31,Governor,,REPUBLICAN,Graham D C,0
Kent,01-31,Governor,,REPUBLICAN,Lee W S,8
Kent,01-31,Governor,,REPUBLICAN,Protack M,8
Kent,02-31,Governor,,REPUBLICAN,Graham D C,6
Kent,02-31,Governor,,REPUBLICAN,Lee W S,96
Kent,02-31,Governor,,REPUBLICAN,Protack M,31
Kent,03-31,Governor,,REPUBLICAN,Graham D C,2
Kent,03-31,Governor,,REPUBLICAN,Lee W S,103
Kent,03-31,Governor,,REPUBLICAN,Protack M,55
Kent,04-31,Governor,,REPUBLICAN,Graham D C,7
Kent,04-31,Governor,,REPUBLICAN,Lee W S,41
Kent,04-31,Governor,,REPUBLICAN,Protack M,22
Kent,05-31,Governor,,REPUBLICAN,Graham D C,6
Kent,05-31,Governor,,REPUBLICAN,Lee W S,39
Kent,05-31,Governor,,REPUBLICAN,Protack M,26
Kent,07-31,Governor,,REPUBLICAN,Graham D C,0
Kent,07-31,Governor,,REPUBLICAN,Lee W S,13
Kent,07-31,Governor,,REPUBLICAN,Protack M,5
Kent,01-32,Governor,,REPUBLICAN,Graham D C,4
Kent,01-32,Governor,,REPUBLICAN,Lee W S,43
Kent,01-32,Governor,,REPUBLICAN,Protack M,28
Kent,02-32,Governor,,REPUBLICAN,Graham D C,6
Kent,02-32,Governor,,REPUBLICAN,Lee W S,43
Kent,02-32,Governor,,REPUBLICAN,Protack M,36
Kent,03-32,Governor,,REPUBLICAN,Graham D C,11
Kent,03-32,Governor,,REPUBLICAN,Lee W S,100
Kent,03-32,Governor,,REPUBLICAN,Protack M,74
Kent,06-32,Governor,,REPUBLICAN,Graham D C,2
Kent,06-32,Governor,,REPUBLICAN,Lee W S,40
Kent,06-32,Governor,,REPUBLICAN,Protack M,10
Kent,07-32,Governor,,REPUBLICAN,Graham D C,2
Kent,07-32,Governor,,REPUBLICAN,Lee W S,9
Kent,07-32,Governor,,REPUBLICAN,Protack M,6
Kent,01-33,Governor,,REPUBLICAN,Graham D C,0
Kent,01-33,Governor,,REPUBLICAN,Lee W S,2
Kent,01-33,Governor,,REPUBLICAN,Protack M,5
Kent,02-33,Governor,,REPUBLICAN,Graham D C,3
Kent,02-33,Governor,,REPUBLICAN,Lee W S,49
Kent,02-33,Governor,,REPUBLICAN,Protack M,17
Kent,03-33,Governor,,REPUBLICAN,Graham D C,2
Kent,03-33,Governor,,REPUBLICAN,Lee W S,38
Kent,03-33,Governor,,REPUBLICAN,Protack M,25
Kent,04-33,Governor,,REPUBLICAN,Graham D C,6
Kent,04-33,Governor,,REPUBLICAN,Lee W S,53
Kent,04-33,Governor,,REPUBLICAN,Protack M,27
Kent,05-33,Governor,,REPUBLICAN,Graham D C,0
Kent,05-33,Governor,,REPUBLICAN,Lee W S,31
Kent,05-33,Governor,,REPUBLICAN,Protack M,32
Kent,06-33,Governor,,REPUBLICAN,Graham D C,5
Kent,06-33,Governor,,REPUBLICAN,Lee W S,73
Kent,06-33,Governor,,REPUBLICAN,Protack M,56
Sussex,10-33,Governor,,REPUBLICAN,Graham D C,5
Sussex,10-33,Governor,,REPUBLICAN,Lee W S,67
Sussex,10-33,Governor,,REPUBLICAN,Protack M,27
Kent,01-34,Governor,,REPUBLICAN,Graham D C,0
Kent,01-34,Governor,,REPUBLICAN,Lee W S,3
Kent,01-34,Governor,,REPUBLICAN,Protack M,2
Kent,02-34,Governor,,REPUBLICAN,Graham D C,1
Kent,02-34,Governor,,REPUBLICAN,Lee W S,8
Kent,02-34,Governor,,REPUBLICAN,Protack M,8
Kent,03-34,Governor,,REPUBLICAN,Graham D C,3
Kent,03-34,Governor,,REPUBLICAN,Lee W S,53
Kent,03-34,Governor,,REPUBLICAN,Protack M,34
Kent,04-34,Governor,,REPUBLICAN,Graham D C,6
Kent,04-34,Governor,,REPUBLICAN,Lee W S,86
Kent,04-34,Governor,,REPUBLICAN,Protack M,57
Kent,05-34,Governor,,REPUBLICAN,Graham D C,2
Kent,05-34,Governor,,REPUBLICAN,Lee W S,76
Kent,05-34,Governor,,REPUBLICAN,Protack M,43
Kent,06-34,Governor,,REPUBLICAN,Graham D C,7
Kent,06-34,Governor,,REPUBLICAN,Lee W S,100
Kent,06-34,Governor,,REPUBLICAN,Protack M,60
Kent,10-34,Governor,,REPUBLICAN,Graham D C,3
Kent,10-34,Governor,,REPUBLICAN,Lee W S,14
Kent,10-34,Governor,,REPUBLICAN,Protack M,25
Sussex,01-35,Governor,,REPUBLICAN,Graham D C,5
Sussex,01-35,Governor,,REPUBLICAN,Lee W S,111
Sussex,01-35,Governor,,REPUBLICAN,Protack M,32
Sussex,02-35,Governor,,REPUBLICAN,Graham D C,5
Sussex,02-35,Governor,,REPUBLICAN,Lee W S,114
Sussex,02-35,Governor,,REPUBLICAN,Protack M,32
Sussex,03-35,Governor,,REPUBLICAN,Graham D C,4
Sussex,03-35,Governor,,REPUBLICAN,Lee W S,14
Sussex,03-35,Governor,,REPUBLICAN,Protack M,6
Sussex,04-35,Governor,,REPUBLICAN,Graham D C,2
Sussex,04-35,Governor,,REPUBLICAN,Lee W S,127
Sussex,04-35,Governor,,REPUBLICAN,Protack M,17
Sussex,05-35,Governor,,REPUBLICAN,Graham D C,1
Sussex,05-35,Governor,,REPUBLICAN,Lee W S,39
Sussex,05-35,Governor,,REPUBLICAN,Protack M,2
Sussex,06-35,Governor,,REPUBLICAN,Graham D C,2
Sussex,06-35,Governor,,REPUBLICAN,Lee W S,38
Sussex,06-35,Governor,,REPUBLICAN,Protack M,8
Sussex,07-35,Governor,,REPUBLICAN,Graham D C,0
Sussex,07-35,Governor,,REPUBLICAN,Lee W S,28
Sussex,07-35,Governor,,REPUBLICAN,Protack M,3
Sussex,01-36,Governor,,REPUBLICAN,Graham D C,3
Sussex,01-36,Governor,,REPUBLICAN,Lee W S,85
Sussex,01-36,Governor,,REPUBLICAN,Protack M,31
Sussex,02-36,Governor,,REPUBLICAN,Graham D C,6
Sussex,02-36,Governor,,REPUBLICAN,Lee W S,79
Sussex,02-36,Governor,,REPUBLICAN,Protack M,35
Sussex,03-36,Governor,,REPUBLICAN,Graham D C,4
Sussex,03-36,Governor,,REPUBLICAN,Lee W S,72
Sussex,03-36,Governor,,REPUBLICAN,Protack M,23
Sussex,04-36,Governor,,REPUBLICAN,Graham D C,4
Sussex,04-36,Governor,,REPUBLICAN,Lee W S,44
Sussex,04-36,Governor,,REPUBLICAN,Protack M,21
Sussex,05-36,Governor,,REPUBLICAN,Graham D C,0
Sussex,05-36,Governor,,REPUBLICAN,Lee W S,17
Sussex,05-36,Governor,,REPUBLICAN,Protack M,5
Sussex,06-36,Governor,,REPUBLICAN,Graham D C,3
Sussex,06-36,Governor,,REPUBLICAN,Lee W S,72
Sussex,06-36,Governor,,REPUBLICAN,Protack M,29
Sussex,07-36,Governor,,REPUBLICAN,Graham D C,9
Sussex,07-36,Governor,,REPUBLICAN,Lee W S,110
Sussex,07-36,Governor,,REPUBLICAN,Protack M,32
Sussex,08-36,Governor,,REPUBLICAN,Graham D C,2
Sussex,08-36,Governor,,REPUBLICAN,Lee W S,27
Sussex,08-36,Governor,,REPUBLICAN,Protack M,16
Sussex,01-37,Governor,,REPUBLICAN,Graham D C,3
Sussex,01-37,Governor,,REPUBLICAN,Lee W S,187
Sussex,01-37,Governor,,REPUBLICAN,Protack M,43
Sussex,02-37,Governor,,REPUBLICAN,Graham D C,1
Sussex,02-37,Governor,,REPUBLICAN,Lee W S,132
Sussex,02-37,Governor,,REPUBLICAN,Protack M,33
Sussex,03-37,Governor,,REPUBLICAN,Graham D C,2
Sussex,03-37,Governor,,REPUBLICAN,Lee W S,49
Sussex,03-37,Governor,,REPUBLICAN,Protack M,20
